0	There. Is. No. #Brexit. Opportunity…it is a mythic and made up as unicorns, magic beans , Hogwarts, Middle Earth or Liam Fox’s trade deals. And saying it in a Spectator Leader doesn’t make it any less fantastical.
1	No deal is the best deal. Bollocks to Sky news , they are just EU sympathisers.
1	Wow. The media is really going all out to scare the crap out of the British public into thinking Brexit is bad
1	Borders will be more secure with no deal, not less. Bring it on.
1	Obvious remain propaganda is obvious remain propaganda.
1	that is nonsense. if they say the sky is brown people will be so stupid but to believe them. people wake up and smell the coffee. these corrupt establishment are working for this corrupt European union. they are simply trectrous independent. don't be fooled again. for Christ sakes.
1	Immigrants landing on our beaches in boats, European organised crime operating in the UK already due to open border, jails packed with foreign criminals and the government is all of a sudden concerned.
1	the EU are sucking the blood out of Europe
1	The trade unions used to exist to serve the working class. Now they're in favour of cheap foreign labour and being under the kosh of a corporate/political unelected entity.
0	Brexit sucks, I’m Australian and I got denied access to travel to the UK because they were trying to tighten up the boarders lol. Worst!!!
0	And Brexit is the mistake people never realised they made.
0	Brexit was Putin's idea. Executed flawlessly.
1	It's a conspiracy!! The liberal, Hollywood media wanting to control the out come. We've not left. Yet!?
1	I'm pro-Europe. I'm just anti-Brussels.
1	UK is getting ready to surrender its sovereignty and be governed by UNELECTED and UNACCOUNTABLE WTO bureaucrauts from Switzerland!
0	So when the British economy falls after March 29, 2019, will the Brexshiteers admit that Brexit is a mistake? Or are they going to blame brown people, the EU and George Soros for it?
0	Wales voted for Brexit. WTF were they thinking?
1	Can we please just leave
0	Brits and ties... What are you thinking. But please show Britain out. No deal would be the best for Europe.
1	Anyone else fed up with the propaganda from these Common Purpose led political clowns?
1	Short term pain long term gain.... Bring IT ON!
1	So the EU now has the authority to install hard borders in other nations? (The EU decides whether ireland puts up a border or not?)
1	They should have thought of all this before they joined the shitty Eu
0	Well in fairness. I hope our political/economic turmoil acts as a lesson to the rest of the Europe. A lesson in what not to do.
0	The rest of the world is now showing its 'I told you so' face
1	Brexit ain't broken, we're leaving in March. If we don't then democracy will be broken.
0	It will take a number of generations to get over this mistake, for every country in the EU and the UK. I still can’t understand how the Brits ever got convinced how Brexit was a good idea...
0	Britain taught the world really a lesson! Use your brain before you act blond! Prolong the withdrawal period and drag the rest of Europe in your homemade problems???? No thank you Britain! For One time solve your own problems without the EU blaming for your failures and failings!
0	How can Britain fix Brexit? Simple cancel it if it has any common sense left (which at this point looks very doubtful that it has).
0	Why are people so surprised? Can anyone remember why the UK is actually  leaving? I've lost the plot now. I'm sorry I can't keep up.
1	Brexit is great U.K. will be free soon again
0	Stop being stupid! Abandon Brexit! Abandon insanity!
0	Britain needs to learn to embrace the world and not to fear it. Today you need Brexit tomorrow you will need Wrexit (World Exit). Britain is not happy with Europe. Are they ever satisfied with anything? The world needs to remove borders not build huge and beautiful walls.
0	Sometimes quitting may not be as easy as one thinks!
0	why can't the Queen come out n say that its high time the Brexit is cancelled
1	Brexit is good exciting and about freedom
1	Onwards my british friends, fight for your country and your liberty!
0	If there was a second referendum, and the result was still to leave, that would be the winner for mass stupidity of the century, second to venezuela.
0	People with their lives ahead of them have to suffer the consequences of a choice by those who are nearly dead.
1	Easy. Follow Democratic process and leave the festering globalist pigs in the trough EU.
0	The problem is that everyone saw how Brexit was a bad idea... right after they voted "yes".
0	Answer: Don’t leave the European Union.
1	EU have no power to kidnap Uk
1	Representative democracy, true. But millions of Brits rejected the European representative democracy
1	How about we pay nothing and the eu takes its illegal migrents back.
1	We owe them NOTHING!!!
1	They need us we don't need them
1	The real face of the comunist EU.
0	As a German I am fully prepared to help the Irish. We're a union, not a ramshackle political garbage dump, and unlike such a dump we keep our promises.
1	The EU is setting the Trap to keep you poor souls in, and may is going along with them. I hope there is an explosive demolition charge in the chunnel
1	Decision was made , Act on it no more excuses!
0	I’m fed up with the never ending #Brexit mess. Why don’t they just call it off and get on with solving real problems
0	There’s a connection between the Trump treason and the Brexit - I’ll call that treason too. It’s Wikileaks and Russia’s use of Wikileaks to warp public opinion. I’ve seen photos of Nigel Farage at the front door of that same embassy.
0	If Brexit happens, and it looks like it will, I will forever blame @UKLabour because it has the opportunity to stop but they don’t want to.
0	Brexit has never been about Britain first. It's always been about a small grain of shady business people first. If anything was Britain first it would be staying in the EU.
1	The UK should use its new position post-brexit to implement a more sustainable position on fishing.
1	the EU has demonstrated that leaving the EU not possible without being bullied and harrassed into greeing to still be tied to the EU. Effectively staying in the EU.
0	Don't you realise that if brexit happens there won't even be a UK. Scotland will demand independence as the majority voted remain. We'll be half an island off the coast of a massively successful trading block!
0	I don't really understand what the UK is trying to do here? They wanted out of the EU. Fair enough... That's their choice. But they still want most (If not all) the benefits of being in the EU... But without giving anything back as they're no longer a member? Seems very very strange.
1	I voted to leave for independence and i would vote leave again, Our prime minister May is the problem not Brexit.
1	Brexit Britain Makes Britain Great Britain Again
0	Brexit the the door that opens for the US corporations to asset strip what's left of the UK
1	Leave means leave.
0	The Britain formerly known as Great. Brexit means poverty!
1	I feel like everyone is forgetting that Brexit was voted in?
0	UK told by EU council that Brexit won’t work. What a fucking surprise
1	Switzerland is doing just fine not being in the EU. What’s the difference?
0	We’re fucked here in the UK.
0	Brexit is a load of shite.
0	This is why we shouldn't let old people vote
0	Lets hope it fails
1	It's not working due to none of the elites wanting it to work.
0	Populist plan is poorly thought out and built on lies?! You don't fucking say.
