0	Many think the grass is going to be greener on the other side without knowing there's even going to be any grass on the other side
1	I prayed for this day
0	Britain needs to learn to embrace the world and not to fear it. Today you need Brexit tomorrow you will need Wrexit (World Exit). Britain is not happy with Europe. Are they ever satisfied with anything? The world needs to remove borders not build huge and beautiful walls.
1	And for a little context ask yourself why these people want to remain?? business interests maybe? shares in places abroad?
0	The Britain formerly known as Great. Brexit means poverty!
0	Sometimes quitting may not be as easy as one thinks!
0	Brexit was Putin's idea. Executed flawlessly.
1	The left is so desperate to stop Brexit they are grasping at straws now
1	My desire to leave the EU came from before the brexit vote was even being talked about. As I said, I wanted to be free of EU rules etc; there’s not enough of a benefit to being a member state for what we are putting in.
1	No longer have to bail out failing EU nations. Prop them up
0	So the workers knew what they did when they voted leave and are ok with being laid off because of Brexit? Brilliant, the turkey voted for Christmas. Bizarre. They deserve to feel the steel of Brexit.
0	The day Britain died.
1	HARD BREXIT PLZ ^^
0	The government has employed hundreds of commercial lawyers on £3000 a day each, trade consultants on similar and there are not enough. Whitehall needs 30,000 extra civil servants and cannot recruit them.  34 new regulatory bodies are needed to duplicate the work that used to be done by your so called "bloated bureaucrats in Bruxelles". Also, more customs and immigration staff will be needed, while if we leave the Customs Union, the roads around the ports and airports will become lorry parks.
0	If it ain't broke don't Brexit.
0	STOP BREXIT!!!
1	you must be a fool if you believe that left wing propaganda, I new the facts, voted to leave.
0	All voting is fixed. Soros made a fortune on Brexit. The decision was made by the psychopathic elite to fit their agenda and fill their pockets.
0	My biggest fear is we're risking committing economic suicide, based on a "majority" granted through a protest vote, some outright lies, an illegal campaign and some voter apathy.
1	We just don't want to be part of this federation that has assumed more and more powers over time, without any votes or say so of the citizens.
1	thanks a lot for this
1	The UK was poorer after world war 2 fighting the Nazi dictatorship. We'll be poorer after fighting the EU dictatorship. For democracy it's worth the sacrifice.
1	Further reason to leave the eu
1	The people have spoken and it must be respected.
0	i am not british but i live in britain. its honestly shit.
1	I personally voted to leave because as a teenager at school when we voted to enter EEC i was taught how great free trade would be.At the time no one was aware of the loss of power,laws and stupid EU laws and more important no vote on the leadership of the EU.If you don't like how your country is ruled you vote in another party,that doesn't work in the EU.To me it was not about immigration it was the fact we where not told how the EU would develope. May be the older generation felt hoodwinked in the past.I like the idea of the EU but not the way it is turning out.
1	I am so angry at the whinging politicians who are in total denial as to the result of the Referendum. They were given a clear instruction by the people : LEAVE THE EU.
0	Make stupidity great again.
1	Theresa May’s attempt to rescue the Withdrawal Agreement will almost certainly fail. As March 29th draws near both she and Brussels will need to accept a series of smaller agreements to ensure a smooth departure from the EU
0	Wales voted for Brexit. WTF were they thinking?
1	I am 23 and I support Brexit
1	Looking at the basic level, why do we even need an EU. If ASDA needs more cheese and wine their buyer phones an exporter in France, "" send me 100 tons Camambert and half a million bottles of beujollies, cheques in the post "" . If the Italian army needs more Land Rovers or RR engines they phone Solihull or RR. Why do we need massive luxurious buildings in Brussels and Strasbourg staffed by spoilt pampered bastards on huge salaries and perks for doing bugger all. If at the next full sitting of the EU parliament a meteor came to earth and wiped out the lot of them, Europe wouldn't come to and end, nobody would notice no difference.Shower of tossers, they sit there and applaud each other for their wonderfulness, insulated and detached from reality.
1	Out means out we had our vote
0	UK cant leave because WTO wants a border in NI or between Britain and Irland ! UK must choose !
0	Yeah, but remember that the idiots who support Brexit will then blame the EU because they aren't getting all the benefits with none of the effort...stupid will always be stupid
1	Just leave and build a wall and make uk great again
1	We are looking at the mass replacement off our European sisters and brothers by Muslims invaders and Africans freeloaders our government needs hanged for treason crimes against ther native people down with the EU NOW
1	Get rid of the Eu club and end food banks.?
1	making an example of the UK, scaring the other members do they don't leave. Sounds like a great club
1	The EU is setting the Trap to keep you poor souls in, and may is going along with them. I hope there is an explosive demolition charge in the chunnel
1	I know brexit is frustrating and scary, but it's out of the box now. It won't go back in. We can either move through it, or be messing about with it for the next decade, perhaps even crashing out with no deal after all.
0	is my message to britan you are one of our most powerful members but if you leave we will maybe become much more powerless and maybe disolve so if you stay the eu will be more powerful so please stay
1	There is only one way to get the change we need - and that is to vote to go!
1	You can't put a price on sovereignty.
1	BYE UK :D we don't want you in UE, so happy after the result
1	the UK leadership is betraying its people by delaying Brexit and ignoring the people's vote to leave.
1	When the first major terror attacks hit Britain due to the fact terrorists can freely enter while pretending to be migrants, then people's opinions will change.
0	Impose fines, big ones by all means, but it stands under British law that the result of an illegally campaigned election can not stand... and yet here we are staring down the barrel of March 29th.. I believe the electoral commissions ruling on the legality of the 2016 result is due some time in late spring..
0	I understand why people felt the way they did, but it’s not helpful to anyone.
1	Leave leave leave
0	Any form of Brexit makes our security harder to manage.. The harder the Brexit, the greater the damage.
1	EU is controlled by multinational companies and their lobbyists influencing national politicians.
1	Congrats to Britain for taking back their country.
0	Brexit has made me ashamed of my country.
1	Churchill would not have surrendered. He did not surrender to the Germans in 1940, unlike the current Conservative Prime Minister. The UK should tell the EU how it is leaving, not ask. That is what Churchill would have done.
0	How many more times, it's a Hard Brexit, we're leaving with a no deal....it's what the Brexiteers voted for...live with it. I'm a Remainer and I have.
0	I mean for my age, I guess I shouldn't be too concerned, but I keep getting paranoid thoughts about losing everything
1	REAL BREXIT IS NO DEAL BREXIt
0	Breakfast, not Brexit. Everyone will be happier.
1	There is a little benefit to staying in and Brussels has shown they don't give a fuck about compromises. Only sensible option if you actually want to help our country.
0	Remaining in the EU was the "good deal."
1	So the EU now has the authority to install hard borders in other nations? (The EU decides whether ireland puts up a border or not?)
0	I don't think most brexiteers are under any kind of illusion that there won't be any short term chaos. But by the time any significant period of time has elapsed, and the damage becomes clear, the older voters will have died and the younger ones will have found other things to blame.
0	I think it's dumb.
1	How about we pay nothing and the eu takes its illegal migrents back.
0	Brexiteers 5 months after brexit : Look what the EU did to us.
1	Why do these bias networks think anyone listen to them anymore, it's a winners brexit, not a remainer traitor losers, leave won and it will be done.
1	We are finally leaving the EU we should be celebrating
1	Love Europe Hate the EU
0	This is why we shouldn't let old people vote
1	All hail Britain! May she be Great again!
0	Plan B turns out to be plan A. Will work guaranteed.........she thinks. And so we muddle on towards the cliff.
1	At this moment. Leave the EU without a deal in March 2019. UK GOV PETITION 186,781 signatures Stop Brexit 68,400 signatures SAYS IT ALL LEAVE MEANS LEAVE
1	Hard brexit is the best bet on any brexit. Markets rebound. Sovereignty is forever.
1	EU DIE DIE DIE
0	oh noes, the anglo left the EU! the world is gonna end, oy vey!
0	Brexiteers hate this as its a demonstration of parliamentary sovereignty, yet another thing they said they wanted and absolutely do not believe in.
0	Brexit is stupid
0	Worst thing to happen the UK since the black plague
0	We, the British people, have shot ourselves in the foot.
1	A trade free zone?! Really?! How about our nett contributions? Is that not a charge for access to your “free” trade zone?
1	Norway, Switzerland, Iceland...all not in the EU, all doing fine......
1	Only a rupture with the EU will alter the failed status quo
1	We The People have done it before, and will overcome oppression once more by leaving.
1	The widespread British view of the backstop shows a deep distrust of EU institutions and their role in protecting the interests of member states and maintaining a level playing field.
0	Stop this fucking Brexit now!!
1	omg please France next!!
1	I voted remain but would now vote leave.
0	Typical anti-EU propaganda.
0	We haven't left yet !!! I found your video Premature, Perhaps you should wait for the 2 years Negotiation period to be completed before bragging about Brexit , currently, not a single EU law has been replaced as result I m not surprised you believe Brexit fears have not materialized
1	This whole Brexit charade tells us a couple of things... The EU is worse than we thought and wants to punish us for voting leave.
1	Good they leaving, this EU run by "LGBT sunshines" simply doesn't work. Long live to the UK
1	We don't need a deal! We must LEAVE without a deal as said. Simple there is no other option.
1	I love remainers telling thicko leavers what they didn’t vote for- but as thick as we are we can smell a rat on Norway, 2nd ref. and extension of article 50 to discuss deal- what we did vote to do was LEAVE - and none of the above does that. As we say up north Let’s get gone!
1	When I'm asked why I voted to #LeaveEU I think back to this in 2006 and the devastation of skilled workers who lost their jobs at a profitable plant.
1	Roll on March 29 and WTO rules! Make the UK great again!?
1	The EU just can't stop giving examples of why it's such a good idea to leave.?
1	We're out, and we're staying out. ;)
1	We do not want or need a second vote, no matter what the 'Economist' says! We voted OUT!
0	it is good to have Britain in the EU to counterbalance Germany and France. Besides it will cost my country a lot of money and economic damage when Britain leaves.
0	It’s a fucking stupid thing thing the U.K. did, a shit deal and they’d have been better off voting Remain. Absolutely no positives to it. None.
1	British political class deserves a hard Brexit. They are lost in their own vanity.?
0	Brexit is the  product of the selfish golf club bore who thinks little England can once again conquer the world.
0	Thank you. I am Scottish and I live in a city that was bombed repeatedly during ww2. My great grandfather spoke about his experiences. Never again. The EU is their legacy and our legacy. I cherish my European friends. #brexit makes me so angry. It makes Scots so angry.
1	Of course the big businesses want to stay in EU.
1	Parliament is filled with narcissists and psychopaths, good to see Brexiteers standing up to them.
0	The EU isn't perfect but working together is better than running off and sulking in the corner.
0	The person who came up with the idea of this roundabout, was definitely on LSD
0	We think the best thing that could happen would be a revote on the Brexit... It's weakening the English economy.
1	the EU are sucking the blood out of Europe
0	I believe that the United Kingdom will be more comfortable if we stay in the economic structures of the EU.
1	There is no f**king EU money!!! It's taken from us each year and then half is returned to us with conditions attached to how it is spent. Oh, and we have to be grateful to them!
0	I voted leave and now have changed my mind. It was a stupid choice. New referendum is needed
1	Can't believe some people still trying to "get around" the #Brexit.
1	EU tried every dirty trick in the book, well did you think that they would ever just let us walk away?
0	I think we have embarrassed ourselves and that whatever the outcome, this country is going to be a less pleasant one.
0	At the moment our defence and security rests on Nato, not on the EU, but the EU adds to that security... Why should we leave?
0	Many think the grass is going to be greener on the other side without knowing there's even going to be any grass on the other side
1	The sooner we're out the better.
0	Wankers voted to leave
1	No deal is better than any deal as thats what we voted for. Out means out !
0	The Brexit is tearing the UK apart!!
1	I can't blame them...I'll blame the bureaucratic EU instead
0	This is the worst trade negotiation since Star Wars: the phantom menace
0	The pound will drop massively if we decide to leave.
1	i love brexit i voted out
0	As a European l have to say goodbye and good luck being Trumps sock puppet. You only have yourselves to blame
1	Make no mistake the underlying reason for Brexit was immigration.
0	There’s a connection between the Trump treason and the Brexit - I’ll call that treason too. It’s Wikileaks and Russia’s use of Wikileaks to warp public opinion. I’ve seen photos of Nigel Farage at the front door of that same embassy.
0	We should be fixing our problems instead of leaving the EU.
0	The true stupidity of Brexit, it that it is obvious to even the meanest intelligence, that it unwinds a century of civilisation.
1	Just tell the EU where to go with their court. What can they do throw us out good. We want that.
0	Populist plan is poorly thought out and built on lies?! You don't fucking say.
1	Opposing Brexit now. Propping up the man that took the nation over the cliff then. You've really joined a party that people can believe in
0	Lots of Leavers believe that #Brexit will be "short-term pain for long-term gain". That TRILLION DOLLARS in assets that HAVE ALREADY LEFT the UK ain't coming back. Those companies ain't coming back. That FDI ain't coming back. It's long-term pain for no gain, only more pain.
1	A quite brilliant speech about the increasing dangers of the Soviet-style EU and its threat to our democracy.
0	What I find especially amazing is how many in the UK don't seem to care, or don't think it'll matter. There seems to be this widespread notion that "it'll all be ok in the end". As if the adults are going to come back into the room and sort things out. As if the rest of the world will set up some kind of safety net to bail the country out from the consequences of its own actions. What I find especially amazing is how many in the UK don't seem to care, or don't think it'll matter. There seems to be this widespread notion that "it'll all be ok in the end". As if the adults are going to come back into the room and sort things out. As if the rest of the world will set up some kind of safety net to bail the country out from the consequences of its own actions. Talking to brexiters, I get the impression that they still see the whole thing as a big game of pretend, where it simply doesn't matter whether this or that outcome is actually possible in the real world, because we're just tossing around ideas and nothing really matters.
1	Just in case anyone thinks Brexit is not happening. It’s is for me no turning back now.
1	Leave means leave.
0	Remain is now the majority view of the voting public.
1	"making an example of the UK, scaring the other members do they don't leave". Sounds like a great club
0	Do you want to be left alone in an island with these politicians?
1	It was the will of the people; it should be done.
0	17 million voted for Brexit. 17 million can be wrong.
1	The trade unions used to exist to serve the working class. Now they're in favour of cheap foreign labour and being under the kosh of a corporate/political unelected entity.
0	It's almost like this whole thing was a really bad idea that no one thought through.
1	The EU needs Britain more than Britain needs the EU. This is a wonderful day for the world.
0	Now, I am still not fully up for Britain leaving the European Union - there are still a huge amount of advantages of staying in.
1	If Cameron is unable to renegotiate Britain's terms of membership under the EU, I fear I may have do the previously unthinkable and vote for a Brexit.
0	Brexit makes me hate being british.
0	I am against brexit, if things goes south we can always move to another EU country.?
0	And thus a decision was made that would massively screw over the country for years to come.
1	Remind me, why do we want to remain? Go Brexit!
1	Philip Hammond says no deal Brexit 'a betrayal' as ministers row in behind him.
1	To be honest... EU is worst that can happen to the world... massive left totalitarism. Yes to Brexit!
1	As a french, I can tell you than none of us want you to stay. Frenchmen have seen your first vote as a treason to the cooperative project between all the european's nations. That's why we hope that you are not going to have a second vote and are going to leave the EU without any deal or with a deal in EU's leverage.
1	Globalism is a cult presided over by self-serving corrupt pigs.
1	INDEPENDENT SCOTLAND!!!
1	More propaganda beening spewed out, by little puppets of the European government of the UK.
0	Why is the government not listening to the business people of this country & actually stopping this ridiculous thing called #Brexit.. it will go down in history as an embarrassment to this country.
0	The most useless PM and government ever. The only benifit from brexit is that the Tories will be out of power for decades 😎
0	Yeah, but blue passports. #worthIt. I'm joking. Crying inside.
1	TBH since Britain voted out last June only good things have happend like the economy growing and unemployment going down. The only bad thing is the pound losing value but its not the end of the world.
1	Nothing the Nazi EU does surprises me the bastards that is why I voted to leave to get away from these leeches.
0	We have already seen a huge drop in investment in the UK - and Brexit hasn't even started yet. If our MPs don't let the people vote on #Brexit they will be held responsible for ignoring warnings from business leaders like Tom Enders.
0	Again Britain's exceptionalism and arrogance. The UK is not a teamplayer.
0	Morons.
1	Everyone knows that the EU is weak and is going to implode on itself very soon, it's better that we leave now than later.
0	Brexit is the beginning of the end.
0	United we are strong, apart we fall apart
1	Rees-Mogg's points are precisely why I voted to leave the EU.
0	Because we didn't want you to leave, in the end it would have been so much better for both of us to stay together. ;(
0	1.4 million British people live abroad in the EU. More than 14,500 UK students took part in the European Union’s Erasmus student exchange scheme in 2012-13. Driving licences issued in the UK are valid throughout the EU.
0	So, you say that Britain lost security and stability with Brexit. I am not sure that this is an opportunity for them It is not natural that Britain is not a part of European Union. This is just an attempt of showing the power.
1	in the end the majority voted to leave, so I think we should leave.
0	... Lol. Brexit is, at best, a clusterfuck of ineptitude.
0	This will end in tears, and it was so foreseeable.
1	And so like 1642 and 1776, 2019 is a date that a free people will remember. That or war
1	So many people in this thread that are pro EU forget the fact that WE voted to leave you because the EU is a failed idea
1	EU is a joke.
1	LEAVE, LEAVE, LEAVE THE EU. NO DEAL.
1	But the U.K. can use memes freely. Who is the real winner here?
0	I voted to stay
1	There's only one kind of brexit, the one that won the referendum, so get it done.leave means leave.
0	Brexit was stupid.
0	So many inbred island folks in 1 video :-)
1	No Brexit is worse than no-deal.
1	Should have left two years ago.
0	considering that 'trump' means fart, and 'pootin' means fart i'm hoping 'may' means fart somewhere in the world, just for consistency,like.
1	I really hate to say it, but it might be a good thing for the EU.
1	After expressing clear concerns about backstop needing to be sorted Im backing the Graham Brady amendment- this will empower PM in discussions with EU and give closure which is necessary to deliver the Brexit the people voted for in 2016. Let’s get brexit delivered!
1	Who cares what the EU agree - we're out of here.
0	Dear oh dear, Brexit; what a complete and utter mess!
0	Brits and ties... What are you thinking. But please show Britain out. No deal would be the best for Europe.
1	First I would laugh for a good few minutes. Then I would be relieved.
0	The blame for even holding a Brexit referendum lies squarely at the feet of David Cameron.
0	Nobody sensible wants a no-deal Brexit yet that seems to be where we are heading. Does this make any sense to anyone?
0	I hope you stay, greetings from Germany
0	This is  the moment for us to change - to fight for continued membership and then playing a more ACTIVE ROLE in shaping the future of the EU.
0	Brexit🇬🇧 was a mistake. We demand a second referendum.
0	And Brexit is the mistake people never realised they made.
1	Brexit is just a country governing itself, just like America Japan and New Zealand. There is nothing wrong with that. There is no hard or soft Brexit, just Brexit which will be a huge success long term.
1	I voted leave and proud!
0	I'm a remainer who would like a second referendum, however I can see a reasonable argument not to have one
0	Brexit is a victory only for Trump, China and Russia...
0	sorry we haven't left yet. I think we should trust all the economic experts who know more about this than any of us. we will be worse off as a result of leaving. there is no evidence to suggest we will be better off. we shouldn't have left
1	The real face of the comunist EU.
0	I personally don't think it was a good idea at any point.
0	No, we're absolutely Fucked.
1	Leave voters are the people the EU and globalisation has forgotten.
1	Brexit wasn't about deals it was about leaving END OF
1	We not need a Brexit we need a Euexit (The EU must go) !
1	No. I voted to leave because I am pro democracy, that has not changed.
1	You act like Britain is in a begging position when it comes to brexit when in fact it is the complete opposite seeing how Britain is Europe's fastest growing economy and is the top destination for many of Europe's manufactured products.
0	We import lots of our food from France, Spain and Italy.
0	Britain shouldn't leave the EU and shut the borders because of fears of immigration.
1	Decision was made , Act on it no more excuses!
1	my elders told me they voted in to the EU. these are the same people who voted out in the masses just many years later. millennials blame the elders, but yet these elders are the ones with the best reason to do so for living through it
1	Not one single person has any clue what remain means. Not one single person can say what would be the remain position.?
1	EU is a failed project
0	There are undiscovered Amazonian tribes who have done more to prepare for Brexit than we have.
1	What most remainers here don?t seem to grasp is that the eu would love a no-deal brexit.
1	Hi, actually from the Uk, and voted to leave the EU.
0	You stop paying your dues, but expect to continue to use the facilities for free.
0	EU RULES!!!
1	RULE BRITANNIA
0	We need to pull together not just for a Peoples Vote but to stop Brexit completely and then work so that this does not happen again. The UK badly needs healing.
1	Hopefully other European countries will brexit too let those fascists fall
0	Pensioners that lived all their lives without learning anything voted leave nevertheless none thought through where their pension founds coming from !
1	I support Brexit )
0	If manufacturing companies knew they would have to pay heavy import duties they might think twice about Brexit.
1	I voted leave. I am a migrant to the UK from outside the EU. My parents worked hard all their lives here, and we are happy as a family here. We never claimed benefits, and we have paid taxes and contributed to our local communities. I ended up marrying a foreign woman outside the EU and went through a challenging process to get my wife a VISA. All other migrants should be prepared to do the same, and not treat the UK as a transitional home. The government and it's people have the right (and a duty, God forbid), to put it's own interests at it's forefront - I fail to see why this is even an issue? This time democracy won - and people continue to complain? Why?
0	you are not Gandalf my friend.....Brexit is bad PERIOD.
1	It’s time we were finally liberated.
0	It’d be ideal that they stayed in the EU but I respect their autonomy.
1	I support Brexit )
0	It's painfully ironic that a country that never cared for the borders of other countries during it's imperialistic era and specialized in murdering, pillaging, abusing and stealing resources of other countries now has a primary concern about it's BORDERS loooool.
